Time Stamp;Force (Newtons);Diff Time
44658.69644;33.50097;0.00090
44658.69644;34.10175;0.00090
44658.69644;39.38858;0.00090
44658.69644;43.95448;0.00090
44658.69644;47.43898;0.00090
44658.69644;48.76069;0.00090
44658.69644;55.36923;0.00100
44658.69644;50.68318;0.00100
44658.69644;41.79169;0.00100
44658.69644;44.31495;0.00100
44658.69644;40.71029;0.00100
44658.69644;41.31107;0.00100
44658.69644;47.19867;0.00100
44658.69644;48.40023;0.00100
44658.69644;56.93125;0.00100
44658.69644;54.52814;0.00100
44658.69644;60.41575;0.00100
44658.69644;56.57078;0.00100
44658.69644;63.29948;0.00100
44658.69644;70.26848;0.00100
44658.69644;73.87314;0.00100
44658.69644;82.64447;0.00100
44658.69644;86.36928;0.00100
44658.69644;86.00882;0.00100
44658.69644;87.57084;0.00100
44658.69644;86.48944;0.00100
44658.69644;90.93518;0.00109
44658.69644;91.05534;0.00109
44658.69644;98.62512;0.00109
44658.69644;104.75304;0.00109
44658.69644;103.07086;0.00109
44658.69644;114.00499;0.00109
44658.69644;111.72204;0.00109
44658.69644;120.85384;0.00109
44658.69644;129.62517;0.00109
44658.69644;135.15231;0.00109
44658.69644;145.12520;0.00100
44658.69644;148.12908;0.00100
44658.69644;155.81901;0.00100
44658.69644;157.62134;0.00100
44658.69644;166.39267;0.00100
44658.69644;175.64463;0.00100
44658.69644;177.32680;0.00100
44658.69644;195.83071;0.00100
44658.69644;197.51288;0.00100
44658.69644;204.00126;0.00100
44658.69644;206.52452;0.00091
44658.69644;215.05555;0.00091
44658.69644;218.90051;0.00091
44658.69644;231.63697;0.00091
44658.69644;242.69125;0.00091
44658.69644;244.61373;0.00091
44658.69644;261.67578;0.00091
44658.69644;266.60214;0.00091
44658.69644;270.08664;0.00091
44658.69644;287.86962;0.00091
44658.69644;286.66807;0.00099
44658.69644;310.81927;0.00099
44658.69644;310.09834;0.00099
44658.69644;326.19914;0.00099
44658.69644;330.52473;0.00099
44658.69644;326.92007;0.00099
44658.69644;342.66041;0.00099
44658.69644;337.73404;0.00099
44658.69644;347.58677;0.00099
44658.69644;348.30770;0.00099
44658.69644;357.43950;0.00100
44658.69644;359.48214;0.00100
44658.69644;363.20695;0.00100
44658.69644;368.61394;0.00100
44658.69644;369.09456;0.00100
44658.69644;376.06356;0.00100
44658.69644;386.15660;0.00100
44658.69644;387.11784;0.00100
44658.69644;387.59846;0.00100
44658.69644;398.53259;0.00100
44658.69644;384.59458;0.00101
44658.69644;397.33104;0.00101
44658.69644;384.59458;0.00101
44658.69644;394.92793;0.00101
44658.69644;391.32328;0.00101
44658.69644;394.08685;0.00101
44658.69644;402.97833;0.00101
44658.69644;386.39691;0.00101
44658.69644;400.45507;0.00101
44658.69644;395.04809;0.00101
44658.69644;391.44343;0.00110
44658.69644;407.06361;0.00110
44658.69644;398.05197;0.00110
44658.69644;406.82330;0.00110
44658.69644;399.25352;0.00110
44658.69644;397.33104;0.00110
44658.69644;396.61011;0.00110
44658.69644;387.71862;0.00110
44658.69644;398.89306;0.00110
44658.69644;387.71862;0.00110
44658.69644;400.09461;0.00081
44658.69644;391.32328;0.00081
44658.69644;402.01709;0.00081
44658.69644;388.43955;0.00081
44658.69644;388.92017;0.00081
44658.69644;394.20700;0.00081
44658.69644;384.71474;0.00081
44658.69644;395.28840;0.00081
44658.69644;384.83489;0.00081
44658.69644;387.59846;0.00081
44658.69644;383.39303;0.00113
44658.69644;375.34263;0.00113
44658.69644;385.19536;0.00113
44658.69644;372.33875;0.00113
44658.69644;387.47831;0.00113
44658.69644;379.18760;0.00113
44658.69644;385.67598;0.00113
44658.69644;380.86977;0.00113
44658.69644;381.35039;0.00113
44658.69644;374.02092;0.00113
44658.69644;374.86201;0.00104
44658.69644;376.42403;0.00104
44658.69644;383.51319;0.00104
44658.69644;374.74185;0.00104
44658.69644;384.23412;0.00104
44658.69644;380.86977;0.00104
44658.69644;370.53642;0.00104
44658.69644;381.59070;0.00104
44658.69644;371.97828;0.00104
44658.69644;376.54418;0.00104
44658.69644;378.82713;0.00084
44658.69644;372.81937;0.00084
44658.69644;377.50542;0.00084
44658.69644;358.64105;0.00084
44658.69644;373.05968;0.00084
44658.69644;357.31935;0.00084
44658.69644;367.65270;0.00084
44658.69644;365.73021;0.00084
44658.69644;364.76897;0.00084
44658.69644;369.33487;0.00084
44658.69644;363.80773;0.00103
44658.69644;359.96276;0.00103
44658.69644;362.60618;0.00103
44658.69644;358.04028;0.00103
44658.69644;367.29223;0.00103
44658.69644;356.47826;0.00103
44658.69644;370.77673;0.00103
44658.69644;353.35422;0.00103
44658.69644;360.32323;0.00103
44658.69644;348.42786;0.00103
44658.69644;351.67205;0.00100
44658.69644;355.39686;0.00100
44658.69644;346.38522;0.00100
44658.69644;364.16819;0.00100
44658.69644;347.94724;0.00100
44658.69644;364.04804;0.00100
44658.69644;344.82320;0.00100
44658.69644;360.92400;0.00100
44658.69644;343.98211;0.00100
44658.69644;353.59453;0.00100
44658.69644;356.95888;0.00099
44658.69644;346.74568;0.00099
44658.69644;361.88524;0.00099
44658.69644;344.22242;0.00099
44658.69644;350.11003;0.00099
44658.69644;345.54413;0.00099
44658.69644;340.61777;0.00099
44658.69644;357.07903;0.00099
44658.69644;335.69140;0.00099
44658.69644;355.63717;0.00099
44658.69644;342.66041;0.00110
44658.69644;339.89684;0.00110
44658.69644;345.66429;0.00110
44658.69644;339.89684;0.00110
44658.69644;341.81932;0.00110
44658.69644;345.30382;0.00110
44658.69644;345.06351;0.00110
44658.69644;352.87360;0.00110
44658.69644;340.73792;0.00110
44658.69644;344.22242;0.00110
44658.69644;344.22242;0.00100
44658.69644;332.56737;0.00100
44658.69644;347.82708;0.00100
44658.69644;335.09063;0.00100
44658.69644;339.05575;0.00100
44658.69644;336.65264;0.00100
44658.69644;332.32706;0.00100
44658.69644;331.24566;0.00100
44658.69644;334.12938;0.00100
44658.69644;334.36970;0.00100
44658.69644;344.94336;0.00102
44658.69644;333.76892;0.00102
44658.69644;351.67205;0.00102
44658.69644;333.04799;0.00102
44658.69644;341.57901;0.00102
44658.69644;335.57125;0.00102
44658.69644;334.85032;0.00102
44658.69644;337.73404;0.00102
44658.69644;332.44721;0.00102
44658.69644;335.81156;0.00102
44658.69644;325.35805;0.00102
44658.69644;329.20302;0.00102
44658.69644;328.12162;0.00102
44658.69644;320.67200;0.00102
44658.69644;335.21078;0.00102
44658.69644;327.88131;0.00102
44658.69644;337.25342;0.00102
44658.69644;329.80380;0.00102
44658.69644;333.76892;0.00102
44658.69644;331.24566;0.00102
44658.69644;326.92007;0.00090
44658.69644;332.44721;0.00090
44658.69644;329.80380;0.00090
44658.69644;324.99759;0.00090
44658.69644;332.92783;0.00090
44658.69644;322.59448;0.00090
44658.69644;323.79603;0.00090
44658.69644;322.11386;0.00090
44658.69644;319.59060;0.00090
44658.69644;325.47821;0.00090
44658.69644;320.55184;0.00101
44658.69644;329.32318;0.00101
44658.69644;321.87355;0.00101
44658.69644;321.75340;0.00101
44658.69644;327.28054;0.00101
44658.69644;320.67200;0.00101
44658.69644;324.63712;0.00101
44658.69644;329.80380;0.00101
44658.69644;324.63712;0.00101
44658.69644;328.60224;0.00101
44658.69644;323.19526;0.00100
44658.69644;323.43557;0.00100
44658.69644;315.86579;0.00100
44658.69644;320.55184;0.00100
44658.69644;317.66812;0.00100
44658.69644;318.98983;0.00100
44658.69644;318.86967;0.00100
44658.69644;323.67588;0.00100
44658.69644;314.66424;0.00100
44658.69644;321.39293;0.00100
44658.69644;316.94719;0.00100
44658.69644;321.51309;0.00100
44658.69644;321.15262;0.00100
44658.69644;326.92007;0.00100
44658.69644;322.95495;0.00100
44658.69644;324.75728;0.00100
44658.69644;319.59060;0.00100
44658.69644;322.35417;0.00100
44658.69644;313.70299;0.00100
44658.69644;316.58672;0.00100
44658.69644;317.54796;0.00100
44658.69644;312.26113;0.00100
44658.69644;316.94719;0.00100
44658.69644;313.70299;0.00100
44658.69644;313.34253;0.00100
44658.69644;316.58672;0.00100
44658.69644;318.38905;0.00100
44658.69644;319.83091;0.00100
44658.69644;318.74951;0.00100
44658.69644;323.79603;0.00100
44658.69644;318.02858;0.00100
44658.69644;317.54796;0.00100
44658.69644;315.98594;0.00100
44658.69644;315.38517;0.00100
44658.69644;311.05958;0.00100
44658.69644;313.70299;0.00100
44658.69644;314.06346;0.00100
44658.69644;307.81539;0.00100
44658.69644;315.62548;0.00100
44658.69644;306.97430;0.00100
44658.69644;316.70688;0.00101
44658.69644;309.61772;0.00101
44658.69644;316.70688;0.00101
44658.69644;313.70299;0.00101
44658.69644;311.66036;0.00101
44658.69644;319.59060;0.00101
44658.69644;309.37741;0.00101
44658.69644;314.90455;0.00101
44658.69644;314.78439;0.00101
44658.69644;311.54020;0.00101
44658.69644;315.74563;0.00100
44658.69644;306.85415;0.00100
44658.69644;316.58672;0.00100
44658.69644;302.16809;0.00100
44658.69644;312.98206;0.00100
44658.69644;305.89290;0.00100
44658.69644;306.97430;0.00100
44658.69644;312.74175;0.00100
44658.69644;308.77663;0.00100
44658.69644;310.57896;0.00100
44658.69644;309.97818;0.00101
44658.69644;312.14098;0.00101
44658.69644;312.14098;0.00101
44658.69644;308.53632;0.00101
44658.69644;317.66812;0.00101
44658.69644;305.41228;0.00101
44658.69644;317.54796;0.00101
44658.69644;304.93166;0.00101
44658.69644;314.06346;0.00101
44658.69644;301.80763;0.00101
44658.69644;309.49756;0.00092
44658.69644;305.41228;0.00092
44658.69644;302.88902;0.00092
44658.69644;309.61772;0.00092
44658.69644;300.84638;0.00092
44658.69644;309.49756;0.00092
44658.69644;299.40452;0.00092
44658.69644;315.38517;0.00092
44658.69644;301.44716;0.00092
44658.69644;310.93942;0.00092
44658.69644;312.86191;0.00100
44658.69644;307.45492;0.00100
44658.69644;315.02470;0.00100
44658.69644;304.33089;0.00100
44658.69644;312.02082;0.00100
44658.69644;295.79986;0.00100
44658.69644;310.57896;0.00100
44658.69644;297.96266;0.00100
44658.69644;300.00530;0.00100
44658.69644;305.65259;0.00100
44658.69644;298.08281;0.00110
44658.69644;307.57508;0.00110
44658.69644;297.48204;0.00110
44658.69644;315.86579;0.00110
44658.69644;294.35800;0.00110
44658.69644;316.22625;0.00110
44658.69644;301.56732;0.00110
44658.69644;312.98206;0.00110
44658.69644;305.17197;0.00110
44658.69644;305.41228;0.00110
44658.69644;310.81927;0.00100
44658.69644;292.67583;0.00100
44658.69644;310.21849;0.00100
44658.69644;295.79986;0.00100
44658.69644;297.24173;0.00100
44658.69644;303.12933;0.00100
44658.69644;296.04018;0.00100
44658.69644;304.09058;0.00100
44658.69644;298.68359;0.00100
44658.69644;307.09446;0.00100
44658.69644;299.88514;0.00101
44658.69644;306.01306;0.00101
44658.69644;306.61384;0.00101
44658.69644;304.33089;0.00101
44658.69644;304.57120;0.00101
44658.69644;306.73399;0.00101
44658.69644;304.81151;0.00101
44658.69644;302.16809;0.00101
44658.69644;310.57896;0.00101
44658.69644;296.04018;0.00101
44658.69644;301.56732;0.00101
44658.69644;298.92390;0.00101
44658.69644;296.76111;0.00101
44658.69644;301.32701;0.00101
44658.69644;295.92002;0.00101
44658.69644;306.97430;0.00101
44658.69644;293.27660;0.00101
44658.69644;305.77275;0.00101
44658.69644;300.48592;0.00101
44658.69644;302.04794;0.00101
44658.69644;302.88902;0.00091
44658.69644;300.36576;0.00091
44658.69644;306.97430;0.00091
44658.69644;294.83862;0.00091
44658.69644;309.01694;0.00091
44658.69644;294.11769;0.00091
44658.69644;293.87738;0.00091
44658.69644;300.36576;0.00091
44658.69644;292.91614;0.00091
44658.69644;297.96266;0.00091
44658.69644;297.24173;0.00101
44658.69644;297.12157;0.00101
44658.69644;298.80375;0.00101
44658.69644;296.28049;0.00101
44658.69644;306.61384;0.00101
44658.69644;293.39676;0.00101
44658.69644;309.25725;0.00101
44658.69644;301.20685;0.00101
44658.69644;299.16421;0.00101
44658.69644;303.36964;0.00101
44658.69644;295.79986;0.00110
44658.69644;300.00530;0.00110
44658.69644;292.79598;0.00110
44658.69644;295.43940;0.00110
44658.69644;296.16033;0.00110
44658.69644;292.55567;0.00110
44658.69644;298.44328;0.00110
44658.69644;292.19521;0.00110
44658.69644;291.47428;0.00110
44658.69644;296.52080;0.00110
44658.69644;292.67583;0.00100
44658.69644;298.44328;0.00100
44658.69644;297.00142;0.00100
44658.69644;302.28825;0.00100
44658.69644;296.88126;0.00100
44658.69644;302.76887;0.00100
44658.69644;296.16033;0.00100
44658.69644;299.88514;0.00100
44658.69644;293.51692;0.00100
44658.69644;299.52468;0.00100
44658.69644;292.07505;0.00090
44658.69644;292.55567;0.00090
44658.69644;295.67971;0.00090
44658.69644;286.66807;0.00090
44658.69644;295.92002;0.00090
44658.69644;291.35412;0.00090
44658.69644;296.40064;0.00090
44658.69644;296.40064;0.00090
44658.69644;297.36188;0.00090
44658.69644;301.08670;0.00090
44658.69644;297.36188;0.00100
44658.69644;300.24561;0.00100
44658.69644;300.48592;0.00100
44658.69644;293.99754;0.00100
44658.69644;298.32312;0.00100
44658.69644;295.07893;0.00100
44658.69644;291.95490;0.00100
44658.69644;288.83086;0.00100
44658.69644;291.83474;0.00100
44658.69644;286.42776;0.00100
44658.69644;290.99366;0.00101
44658.69644;292.79598;0.00101
44658.69644;294.59831;0.00101
44658.69644;295.79986;0.00101
44658.69644;295.92002;0.00101
44658.69644;298.44328;0.00101
44658.69644;292.43552;0.00101
44658.69644;302.40840;0.00101
44658.69644;297.00142;0.00101
44658.69644;293.87738;0.00101
44658.69644;296.52080;0.00099
44658.69644;293.03629;0.00099
44658.69644;290.63319;0.00099
44658.69644;292.55567;0.00099
44658.69644;289.07117;0.00099
44658.69644;290.63319;0.00099
44658.69644;289.07117;0.00099
44658.69644;292.31536;0.00099
44658.69644;291.47428;0.00099
44658.69644;289.79210;0.00099
44658.69644;293.51692;0.00101
44658.69644;292.19521;0.00101
44658.69644;293.03629;0.00101
44658.69644;294.71847;0.00101
44658.69644;300.36576;0.00101
44658.69644;290.87350;0.00101
44658.69644;299.64483;0.00101
44658.69644;295.31924;0.00101
44658.69644;286.90838;0.00101
44658.69644;298.80375;0.00101
44658.69644;287.74946;0.00100
44658.69644;292.79598;0.00100
44658.69644;290.03241;0.00100
44658.69644;288.95102;0.00100
44658.69644;293.27660;0.00100
44658.69644;282.10217;0.00100
44658.69644;299.16421;0.00100
44658.69644;290.39288;0.00100
44658.69644;290.39288;0.00100
44658.69644;304.57120;0.00100
44658.69644;287.98977;0.00100
44658.69644;305.41228;0.00100
44658.69644;289.19133;0.00100
44658.69644;299.28437;0.00100
44658.69644;289.91226;0.00100
44658.69644;291.47428;0.00100
44658.69644;293.15645;0.00100
44658.69644;285.22620;0.00100
44658.69644;288.47040;0.00100
44658.69644;292.19521;0.00100
44658.69644;281.62155;0.00100
44658.69644;293.39676;0.00100
44658.69644;284.98589;0.00100
44658.69644;294.59831;0.00100
44658.69644;288.59055;0.00100
44658.69644;296.76111;0.00100
44658.69644;295.67971;0.00100
44658.69644;290.87350;0.00100
44658.69644;300.60607;0.00100
44658.69644;292.43552;0.00100
44658.69644;289.91226;0.00101
44658.69644;293.99754;0.00101
44658.69644;284.38512;0.00101
44658.69644;291.71459;0.00101
44658.69644;282.46263;0.00101
44658.69644;294.59831;0.00101
44658.69644;281.50139;0.00101
44658.69644;293.03629;0.00101
44658.69644;292.07505;0.00101
44658.69644;288.47040;0.00101
44658.69644;293.87738;0.00101
44658.69644;284.98589;0.00101
44658.69644;299.28437;0.00101
44658.69644;285.34636;0.00101
44658.69644;301.08670;0.00101
44658.69644;293.75723;0.00101
44658.69644;287.50915;0.00101
44658.69644;297.96266;0.00101
44658.69644;286.06729;0.00101
44658.69644;288.71071;0.00101
44658.69644;288.47040;0.00101
44658.69644;287.86962;0.00101
44658.69644;288.71071;0.00101
44658.69644;282.58279;0.00101
44658.69644;292.55567;0.00101
44658.69644;284.26496;0.00101
44658.69644;288.59055;0.00101
44658.69644;292.55567;0.00101
44658.69644;285.46651;0.00101
44658.69644;297.72235;0.00101
44658.69644;292.31536;0.00102
44658.69644;299.52468;0.00102
44658.69644;290.27272;0.00102
44658.69644;296.16033;0.00102
44658.69644;296.64095;0.00102
44658.69644;284.26496;0.00102
44658.69644;296.76111;0.00102
44658.69644;283.54403;0.00102
44658.69644;290.51303;0.00102
44658.69644;286.06729;0.00102
44658.69644;284.62543;0.00101
44658.69644;291.47428;0.00101
44658.69644;276.33472;0.00101
44658.69644;299.76499;0.00101
44658.69644;277.17580;0.00101
44658.69644;294.11769;0.00101
44658.69644;289.07117;0.00101
44658.69644;291.71459;0.00101
44658.69644;291.11381;0.00101
44658.69644;290.27272;0.00101
44658.69644;291.71459;0.00102
44658.69644;286.18745;0.00102
44658.69644;285.58667;0.00102
44658.69644;286.66807;0.00102
44658.69644;279.81922;0.00102
44658.69644;284.50527;0.00102
44658.69644;280.29984;0.00102
44658.69644;284.26496;0.00102
44658.69644;280.66031;0.00102
44658.69644;288.47040;0.00102
44658.69644;282.94325;0.00089
44658.69644;287.86962;0.00089
44658.69644;290.39288;0.00089
44658.69644;289.79210;0.00089
44658.69644;285.70683;0.00089
44658.69644;294.11769;0.00089
44658.69644;288.59055;0.00089
44658.69644;286.78822;0.00089
44658.69644;286.42776;0.00089
44658.69644;282.34248;0.00089
44658.69644;283.06341;0.00101
44658.69644;281.02077;0.00101
44658.69644;286.42776;0.00101
44658.69644;281.62155;0.00101
44658.69644;284.14481;0.00101
44658.69644;284.26496;0.00101
44658.69644;284.74558;0.00101
44658.69644;284.26496;0.00101
44658.69644;289.79210;0.00101
44658.69644;285.58667;0.00101
44658.69644;288.23008;0.00100
44658.69644;292.07505;0.00100
44658.69644;285.70683;0.00100
44658.69644;287.86962;0.00100
44658.69644;283.78434;0.00100
44658.69644;288.71071;0.00100
44658.69644;279.33860;0.00100
44658.69644;286.18745;0.00100
44658.69644;283.78434;0.00100
44658.69644;280.54015;0.00100
44658.69644;281.98201;0.00100
44658.69644;281.14093;0.00100
44658.69644;281.02077;0.00100
44658.69644;283.06341;0.00100
44658.69644;285.82698;0.00100
44658.69644;283.78434;0.00100
44658.69644;286.18745;0.00100
44658.69644;289.19133;0.00100
44658.69644;288.95102;0.00100
44658.69644;287.02853;0.00100
44658.69644;284.14481;0.00100
44658.69644;290.03241;0.00100
44658.69644;277.05565;0.00100
44658.69644;287.98977;0.00100
44658.69644;280.90062;0.00100
44658.69644;280.05953;0.00100
44658.69644;281.62155;0.00100
44658.69644;281.26108;0.00100
44658.69644;284.02465;0.00100
44658.69644;278.01689;0.00100
44658.69644;292.55567;0.00101
44658.69644;279.09829;0.00101
44658.69644;289.91226;0.00101
44658.69644;287.62931;0.00101
44658.69644;286.54791;0.00101
44658.69644;287.62931;0.00101
44658.69644;282.82310;0.00101
44658.69644;285.82698;0.00101
44658.69644;275.73394;0.00101
44658.69644;283.66419;0.00101
44658.69644;275.01301;0.00100
44658.69644;272.97037;0.00100
44658.69644;275.73394;0.00100
44658.69644;276.09441;0.00100
44658.69644;275.97425;0.00100
44658.69644;278.97813;0.00100
44658.69644;277.89673;0.00100
44658.69644;278.73782;0.00100
44658.69644;282.82310;0.00100
44658.69644;281.74170;0.00100
44658.69644;282.94325;0.00100
44658.69644;280.66031;0.00100
44658.69644;279.57891;0.00100
44658.69644;283.78434;0.00100
44658.69644;273.81146;0.00100
44658.69644;280.90062;0.00100
44658.69644;274.05177;0.00100
44658.69644;268.64478;0.00100
44658.69644;278.49751;0.00100
44658.69644;270.80758;0.00100
44658.69644;276.81534;0.00101
44658.69644;275.13316;0.00101
44658.69644;277.05565;0.00101
44658.69644;278.37736;0.00101
44658.69644;277.65642;0.00101
44658.69644;282.58279;0.00101
44658.69644;282.46263;0.00101
44658.69644;276.57503;0.00101
44658.69644;287.38900;0.00101
44658.69644;273.21068;0.00101
44658.69644;279.45875;0.00100
44658.69644;273.69130;0.00100
44658.69644;271.52851;0.00100
44658.69644;271.52851;0.00100
44658.69644;268.04401;0.00100
44658.69644;275.13316;0.00100
44658.69644;269.36571;0.00100
44658.69644;273.09053;0.00100
44658.69644;275.97425;0.00100
44658.69644;269.60602;0.00100
44658.69644;278.37736;0.00101
44658.69644;277.29596;0.00101
44658.69644;275.25332;0.00101
44658.69644;280.29984;0.00101
44658.69644;278.61767;0.00101
44658.69644;278.73782;0.00101
44658.69644;276.45487;0.00101
44658.69644;274.65254;0.00101
44658.69644;278.97813;0.00101
44658.69644;267.44323;0.00101
44658.69644;278.13705;0.00100
44658.69644;275.61379;0.00100
44658.69644;268.88509;0.00100
44658.69644;279.81922;0.00100
44658.69644;268.40447;0.00100
44658.69644;279.09829;0.00100
44658.69644;269.72618;0.00100
44658.69644;281.14093;0.00100
44658.69644;268.64478;0.00100
44658.69644;279.93937;0.00100
44658.69644;275.01301;0.00101
44658.69644;280.41999;0.00101
44658.69644;269.48587;0.00101
44658.69644;281.38124;0.00101
44658.69644;272.24944;0.00101
44658.69644;273.93161;0.00101
44658.69644;278.13705;0.00101
44658.69644;268.40447;0.00101
44658.69644;275.85410;0.00101
44658.69644;270.44711;0.00101
44658.69644;276.21456;0.00102
44658.69644;272.24944;0.00102
44658.69644;267.44323;0.00102
44658.69644;281.38124;0.00102
44658.69644;262.99749;0.00102
44658.69644;280.90062;0.00102
44658.69644;272.12928;0.00102
44658.69644;274.89285;0.00102
44658.69644;273.81146;0.00102
44658.69644;274.77270;0.00102
44658.69644;270.08664;0.00100
44658.69644;270.08664;0.00100
44658.69644;269.60602;0.00100
44658.69644;268.88509;0.00100
44658.69644;266.00137;0.00100
44658.69644;268.16416;0.00100
44658.69644;272.36959;0.00100
44658.69644;264.55950;0.00100
44658.69644;275.13316;0.00100
44658.69644;269.48587;0.00100
44658.69644;270.56727;0.00091
44658.69644;273.81146;0.00091
44658.69644;275.13316;0.00091
44658.69644;272.97037;0.00091
44658.69644;274.17192;0.00091
44658.69644;275.37347;0.00091
44658.69644;270.08664;0.00091
44658.69644;269.96649;0.00091
44658.69644;269.72618;0.00091
44658.69644;264.55950;0.00091
44658.69644;264.55950;0.00101
44658.69644;269.48587;0.00101
44658.69644;266.12152;0.00101
44658.69644;263.83857;0.00101
44658.69644;269.60602;0.00101
44658.69644;266.48199;0.00101
44658.69644;267.20292;0.00101
44658.69644;271.88897;0.00101
44658.69644;268.88509;0.00101
44658.69644;270.20680;0.00101
